ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
211706,Pere Pons,25,https://cdn.sofifa.org/players/4/19/211706.png,Spain,https://cdn.sofifa.org/flags/45.png,78,83,Girona FC,https://cdn.sofifa.org/teams/2/light/110062.png,€13.5M,€31K,1947,Right,1.0,3.0,3.0,Medium/ High,Lean,Yes,RCM,8.0,"Sep 1, 2012",,2020,5'10,154lbs,67+2,67+2,67+2,71+2,71+2,71+2,71+2,71+2,73+2,73+2,73+2,72+2,76+2,76+2,76+2,72+2,73+2,76+2,76+2,76+2,73+2,72+2,71+2,71+2,71+2,72+2,60.0,65.0,58.0,82.0,43.0,75.0,52.0,62.0,80.0,79.0,68.0,67.0,71.0,75.0,70.0,62.0,66.0,81.0,68.0,64.0,75.0,77.0,64.0,74.0,45.0,69.0,60.0,77.0,76.0,11.0,11.0,9.0,8.0,12.0,€29.4M
210935,D. Berardi,23,https://cdn.sofifa.org/players/4/19/210935.png,Italy,https://cdn.sofifa.org/flags/27.png,78,83,Sassuolo,https://cdn.sofifa.org/teams/2/light/111974.png,€14M,€50K,1965,Left,2.0,3.0,4.0,High/ Low,Lean,No,RW,11.0,"Jul 1, 2012",,2022,6'0,159lbs,75+2,75+2,75+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,76+2,71+2,71+2,71+2,76+2,59+2,58+2,58+2,58+2,59+2,55+2,50+2,50+2,50+2,55+2,74.0,74.0,62.0,75.0,78.0,80.0,70.0,73.0,75.0,85.0,79.0,79.0,87.0,73.0,73.0,83.0,66.0,70.0,65.0,79.0,85.0,26.0,77.0,71.0,74.0,74.0,45.0,30.0,30.0,5.0,6.0,5.0,5.0,6.0,€24.9M
210665,M. Halstenberg,26,https://cdn.sofifa.org/players/4/19/210665.png,Germany,https://cdn.sofifa.org/flags/21.png,78,79,RB Leipzig,https://cdn.sofifa.org/teams/2/light/112172.png,€10M,€45K,2048,Left,2.0,3.0,3.0,High/ Medium,Normal,No,LB,23.0,"Aug 31, 2015",,2022,6'2,181lbs,69+2,69+2,69+2,68+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,69+2,69+2,69+2,69+2,69+2,75+2,73+2,73+2,73+2,75+2,75+2,76+2,76+2,76+2,75+2,79.0,57.0,78.0,76.0,55.0,69.0,77.0,74.0,62.0,74.0,66.0,69.0,65.0,76.0,59.0,79.0,83.0,79.0,78.0,67.0,73.0,74.0,61.0,54.0,67.0,70.0,80.0,79.0,74.0,9.0,15.0,14.0,10.0,16.0,€17.8M
210513,J. Quintero,25,https://cdn.sofifa.org/players/4/19/210513.png,Colombia,https://cdn.sofifa.org/flags/56.png,78,80,River Plate,https://cdn.sofifa.org/teams/2/light/1876.png,€12.5M,€15K,1876,Left,2.0,2.0,4.0,Medium/ Low,Stocky,No,CAM,8.0,,FC Porto,"Dec 31, 2018",5'6,148lbs,68+2,68+2,68+2,76+2,74+2,74+2,74+2,76+2,77+2,77+2,77+2,74+2,71+2,71+2,71+2,74+2,56+2,55+2,55+2,55+2,56+2,52+2,44+2,44+2,44+2,52+2,75.0,66.0,42.0,78.0,65.0,83.0,80.0,77.0,77.0,83.0,73.0,71.0,90.0,72.0,91.0,83.0,55.0,44.0,38.0,73.0,43.0,35.0,63.0,85.0,71.0,75.0,52.0,30.0,22.0,14.0,16.0,10.0,7.0,12.0,
209307,Tiago Volpi,27,https://cdn.sofifa.org/players/4/19/209307.png,Brazil,https://cdn.sofifa.org/flags/54.png,78,80,Querétaro,https://cdn.sofifa.org/teams/2/light/110150.png,€8.5M,€10K,1366,Right,2.0,2.0,1.0,Medium/ Medium,Normal,No,GK,1.0,"Dec 30, 2014",,2022,6'1,187lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,14.0,13.0,31.0,20.0,16.0,50.0,60.0,26.0,24.0,59.0,58.0,63.0,75.0,47.0,70.0,75.0,36.0,72.0,14.0,24.0,15.0,10.0,39.0,21.0,68.0,16.0,10.0,12.0,83.0,67.0,66.0,78.0,82.0,€15.1M
208777,Óliver Torres,23,https://cdn.sofifa.org/players/4/19/208777.png,Spain,https://cdn.sofifa.org/flags/45.png,78,83,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,€13.5M,€13K,1977,Right,3.0,4.0,3.0,Medium/ Medium,Normal,No,CM,10.0,"Jul 1, 2017",,2021,5'9,139lbs,69+3,69+3,69+3,76+3,76+3,76+3,76+3,76+3,78+3,78+3,78+3,77+3,77+3,77+3,77+3,77+3,71+3,71+3,71+3,71+3,71+3,69+3,62+3,62+3,62+3,69+3,73.0,70.0,52.0,81.0,60.0,83.0,77.0,64.0,78.0,82.0,72.0,65.0,78.0,78.0,78.0,65.0,62.0,71.0,38.0,69.0,58.0,67.0,76.0,80.0,64.0,82.0,66.0,66.0,62.0,7.0,7.0,14.0,6.0,8.0,€28M
208520,H. Sakai,28,https://cdn.sofifa.org/players/4/19/208520.png,Japan,https://cdn.sofifa.org/flags/163.png,78,78,Olympique de Marseille,https://cdn.sofifa.org/teams/2/light/219.png,€8M,€44K,1958,Right,1.0,4.0,3.0,High/ High,Normal,No,RB,2.0,"Jul 1, 2016",,2021,6'0,154lbs,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,65+2,65+2,65+2,69+2,68+2,68+2,68+2,69+2,76+2,73+2,73+2,73+2,76+2,76+2,75+2,75+2,75+2,76+2,74.0,33.0,71.0,71.0,41.0,64.0,67.0,55.0,64.0,69.0,78.0,78.0,71.0,76.0,69.0,72.0,75.0,90.0,74.0,58.0,79.0,74.0,74.0,60.0,36.0,68.0,77.0,77.0,80.0,13.0,8.0,11.0,10.0,9.0,€15.2M
219693,Diego Carlos,25,https://cdn.sofifa.org/players/4/19/219693.png,Brazil,https://cdn.sofifa.org/flags/54.png,78,80,FC Nantes,https://cdn.sofifa.org/teams/2/light/71.png,€10.5M,€25K,1822,Right,2.0,4.0,2.0,Medium/ High,Normal,No,RCB,3.0,"Jun 30, 2016",,2022,6'1,190lbs,59+2,59+2,59+2,58+2,60+2,60+2,60+2,58+2,60+2,60+2,60+2,59+2,63+2,63+2,63+2,59+2,67+2,71+2,71+2,71+2,67+2,69+2,76+2,76+2,76+2,69+2,35.0,26.0,75.0,71.0,34.0,64.0,47.0,71.0,59.0,69.0,70.0,68.0,64.0,74.0,57.0,73.0,80.0,64.0,84.0,57.0,82.0,75.0,52.0,51.0,41.0,72.0,78.0,79.0,73.0,7.0,10.0,14.0,7.0,11.0,€20.7M
208450,Andreas Pereira,22,https://cdn.sofifa.org/players/4/19/208450.png,Brazil,https://cdn.sofifa.org/flags/54.png,78,84,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€14M,€91K,2100,Right,1.0,4.0,4.0,Medium/ Medium,Lean,Yes,CM,15.0,"Jan 1, 2013",,2019,5'10,157lbs,73+2,73+2,73+2,77+2,76+2,76+2,76+2,77+2,77+2,77+2,77+2,77+2,76+2,76+2,76+2,77+2,73+2,72+2,72+2,72+2,73+2,71+2,67+2,67+2,67+2,71+2,78.0,74.0,56.0,80.0,72.0,81.0,80.0,80.0,77.0,81.0,78.0,74.0,78.0,74.0,78.0,73.0,62.0,75.0,68.0,77.0,69.0,68.0,71.0,78.0,70.0,74.0,67.0,65.0,63.0,15.0,14.0,7.0,10.0,7.0,€28.7M
213400,D. Laxalt,25,https://cdn.sofifa.org/players/4/19/213400.png,Uruguay,https://cdn.sofifa.org/flags/60.png,78,80,Milan,https://cdn.sofifa.org/teams/2/light/47.png,€12.5M,€76K,1992,Left,2.0,3.0,4.0,High/ High,Lean,No,LB,17.0,"Aug 17, 2018",,2022,5'10,150lbs,68+2,68+2,68+2,75+2,72+2,72+2,72+2,75+2,74+2,74+2,74+2,76+2,73+2,73+2,73+2,76+2,75+2,71+2,71+2,71+2,75+2,72+2,64+2,64+2,64+2,72+2,78.0,60.0,43.0,78.0,49.0,77.0,61.0,60.0,74.0,78.0,86.0,90.0,85.0,72.0,77.0,74.0,65.0,93.0,60.0,66.0,72.0,64.0,68.0,68.0,49.0,76.0,64.0,64.0,68.0,10.0,12.0,10.0,9.0,8.0,€22.2M
208620,Omar Mascarell,25,https://cdn.sofifa.org/players/4/19/208620.png,Spain,https://cdn.sofifa.org/flags/45.png,78,80,FC Schalke 04,https://cdn.sofifa.org/teams/2/light/34.png,€10.5M,€29K,1994,Right,1.0,4.0,3.0,Low/ Medium,Normal,No,CDM,6.0,"Jul 1, 2018",,2022,5'11,168lbs,66+2,66+2,66+2,68+2,70+2,70+2,70+2,68+2,73+2,73+2,73+2,70+2,76+2,76+2,76+2,70+2,72+2,77+2,77+2,77+2,72+2,71+2,72+2,72+2,72+2,71+2,50.0,53.0,56.0,82.0,54.0,75.0,61.0,68.0,83.0,80.0,65.0,64.0,76.0,73.0,68.0,74.0,73.0,79.0,75.0,69.0,70.0,75.0,62.0,74.0,68.0,74.0,77.0,76.0,71.0,6.0,7.0,9.0,10.0,11.0,€18.6M
213732,A. Selikhov,24,https://cdn.sofifa.org/players/4/19/213732.png,Russia,https://cdn.sofifa.org/flags/40.png,78,82,Spartak Moscow,https://cdn.sofifa.org/teams/2/light/100767.png,€9.5M,€1K,1216,Right,1.0,4.0,1.0,Medium/ Medium,Normal,No,GK,57.0,"Dec 6, 2016",,2021,6'2,187lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,14.0,17.0,33.0,15.0,19.0,14.0,15.0,35.0,25.0,33.0,48.0,35.0,65.0,50.0,25.0,70.0,24.0,65.0,19.0,21.0,25.0,15.0,58.0,19.0,58.0,15.0,18.0,18.0,79.0,81.0,78.0,77.0,75.0,€20.7M
216189,Capa,26,https://cdn.sofifa.org/players/4/19/216189.png,Spain,https://cdn.sofifa.org/flags/45.png,78,81,Athletic Club de Bilbao,https://cdn.sofifa.org/teams/2/light/448.png,€10.5M,€23K,2068,Right,1.0,4.0,3.0,High/ High,Stocky,Yes,RB,21.0,"Jul 2, 2018",,2022,5'9,163lbs,70+2,70+2,70+2,73+2,72+2,72+2,72+2,73+2,71+2,71+2,71+2,74+2,71+2,71+2,71+2,74+2,77+2,73+2,73+2,73+2,77+2,76+2,74+2,74+2,74+2,76+2,77.0,56.0,61.0,71.0,52.0,74.0,55.0,58.0,56.0,76.0,82.0,86.0,75.0,73.0,86.0,81.0,77.0,92.0,80.0,62.0,86.0,71.0,76.0,72.0,54.0,69.0,68.0,75.0,82.0,12.0,13.0,6.0,12.0,11.0,€22.8M
214026,J. Mojica,25,https://cdn.sofifa.org/players/4/19/214026.png,Colombia,https://cdn.sofifa.org/flags/56.png,78,81,Girona FC,https://cdn.sofifa.org/teams/2/light/110062.png,€10.5M,€28K,2055,Left,1.0,2.0,3.0,High/ Medium,Lean,No,LWB,3.0,"Jul 2, 2018",,2022,6'1,161lbs,70+2,70+2,70+2,75+2,73+2,73+2,73+2,75+2,73+2,73+2,73+2,75+2,72+2,72+2,72+2,75+2,76+2,73+2,73+2,73+2,76+2,75+2,72+2,72+2,72+2,75+2,79.0,62.0,55.0,78.0,43.0,78.0,74.0,68.0,70.0,79.0,89.0,90.0,74.0,70.0,61.0,80.0,73.0,70.0,70.0,61.0,75.0,72.0,69.0,65.0,67.0,69.0,67.0,78.0,79.0,13.0,8.0,14.0,9.0,15.0,€22.8M
216816,G. Simeone,22,https://cdn.sofifa.org/players/4/19/216816.png,Argentina,https://cdn.sofifa.org/flags/52.png,78,85,Fiorentina,https://cdn.sofifa.org/teams/2/light/110374.png,€15M,€53K,1906,Right,2.0,3.0,3.0,High/ High,Normal,No,ST,19.0,"Aug 16, 2017",,2022,5'11,179lbs,77+2,77+2,77+2,71+2,75+2,75+2,75+2,71+2,71+2,71+2,71+2,70+2,64+2,64+2,64+2,70+2,53+2,53+2,53+2,53+2,53+2,52+2,52+2,52+2,52+2,52+2,40.0,80.0,80.0,68.0,72.0,76.0,69.0,60.0,55.0,76.0,79.0,78.0,76.0,76.0,74.0,79.0,84.0,74.0,72.0,66.0,70.0,24.0,80.0,60.0,71.0,76.0,51.0,29.0,26.0,12.0,15.0,9.0,14.0,11.0,€28.5M
217940,D. Djené,26,https://cdn.sofifa.org/players/4/19/217940.png,Togo,https://cdn.sofifa.org/flags/144.png,78,79,Getafe CF,https://cdn.sofifa.org/teams/2/light/1860.png,€10M,€23K,1795,Right,1.0,4.0,2.0,Medium/ High,Normal,No,RCB,2.0,"Jul 24, 2017",,2021,5'9,157lbs,57+2,57+2,57+2,56+2,56+2,56+2,56+2,56+2,55+2,55+2,55+2,59+2,60+2,60+2,60+2,59+2,73+2,72+2,72+2,72+2,73+2,75+2,76+2,76+2,76+2,75+2,60.0,29.0,77.0,72.0,22.0,44.0,51.0,48.0,54.0,68.0,76.0,75.0,76.0,79.0,72.0,67.0,79.0,77.0,70.0,27.0,81.0,80.0,49.0,39.0,41.0,64.0,72.0,80.0,81.0,7.0,15.0,7.0,10.0,10.0,€21.8M
216655,Bastos,26,https://cdn.sofifa.org/players/4/19/216655.png,Angola,https://cdn.sofifa.org/flags/98.png,78,79,Lazio,https://cdn.sofifa.org/teams/2/light/46.png,€10M,€44K,1710,Right,2.0,3.0,2.0,Medium/ High,Normal,No,CB,15.0,"Aug 17, 2016",,2020,5'11,170lbs,53+2,53+2,53+2,52+2,52+2,52+2,52+2,52+2,53+2,53+2,53+2,55+2,58+2,58+2,58+2,55+2,68+2,71+2,71+2,71+2,68+2,70+2,76+2,76+2,76+2,70+2,36.0,30.0,74.0,70.0,31.0,55.0,35.0,28.0,65.0,62.0,73.0,77.0,62.0,72.0,76.0,49.0,71.0,65.0,82.0,41.0,75.0,79.0,31.0,28.0,50.0,67.0,80.0,80.0,77.0,13.0,8.0,11.0,12.0,12.0,€17.8M
216435,S. Lobotka,23,https://cdn.sofifa.org/players/4/19/216435.png,Slovakia,https://cdn.sofifa.org/flags/43.png,78,84,RC Celta,https://cdn.sofifa.org/teams/2/light/450.png,€14M,€22K,1954,Right,1.0,4.0,4.0,Medium/ High,Normal,Yes,CM,14.0,"Jul 15, 2017",,2023,5'7,141lbs,64+2,64+2,64+2,72+2,71+2,71+2,71+2,72+2,74+2,74+2,74+2,73+2,76+2,76+2,76+2,73+2,72+2,73+2,73+2,73+2,72+2,70+2,65+2,65+2,65+2,70+2,63.0,59.0,41.0,84.0,43.0,77.0,68.0,55.0,76.0,82.0,70.0,63.0,78.0,74.0,84.0,62.0,82.0,86.0,52.0,65.0,57.0,72.0,65.0,76.0,56.0,74.0,65.0,74.0,65.0,10.0,7.0,16.0,13.0,14.0,€32.2M
216393,Y. Tielemans,21,https://cdn.sofifa.org/players/4/19/216393.png,Belgium,https://cdn.sofifa.org/flags/7.png,78,87,AS Monaco,https://cdn.sofifa.org/teams/2/light/69.png,€16M,€47K,2088,Right,2.0,5.0,4.0,Medium/ Medium,Normal,Yes,CM,17.0,"Jul 1, 2017",,2022,5'9,159lbs,72+2,72+2,72+2,73+2,74+2,74+2,74+2,73+2,75+2,75+2,75+2,73+2,77+2,77+2,77+2,73+2,71+2,73+2,73+2,73+2,71+2,69+2,69+2,69+2,69+2,69+2,76.0,73.0,57.0,78.0,78.0,76.0,84.0,74.0,78.0,81.0,52.0,53.0,67.0,75.0,76.0,88.0,65.0,73.0,69.0,86.0,70.0,71.0,74.0,81.0,76.0,81.0,66.0,72.0,69.0,6.0,8.0,10.0,14.0,12.0,€33.6M
216373,Marcelo Goiano,30,https://cdn.sofifa.org/players/4/19/216373.png,Brazil,https://cdn.sofifa.org/flags/54.png,78,78,SC Braga,https://cdn.sofifa.org/teams/2/light/1896.png,€7.5M,€15K,1945,Right,1.0,4.0,3.0,Medium/ Medium,Lean,No,RB,87.0,"Jul 1, 2014",,2021,5'9,152lbs,64+2,64+2,64+2,69+2,67+2,67+2,67+2,69+2,68+2,68+2,68+2,71+2,69+2,69+2,69+2,71+2,77+2,73+2,73+2,73+2,77+2,76+2,73+2,73+2,73+2,76+2,79.0,34.0,68.0,75.0,40.0,77.0,68.0,34.0,61.0,76.0,77.0,75.0,77.0,77.0,74.0,71.0,72.0,86.0,64.0,65.0,74.0,74.0,69.0,52.0,41.0,73.0,76.0,76.0,77.0,13.0,7.0,15.0,7.0,14.0,€15M
216266,K. Tete,22,https://cdn.sofifa.org/players/4/19/216266.png,Netherlands,https://cdn.sofifa.org/flags/34.png,78,83,Olympique Lyonnais,https://cdn.sofifa.org/teams/2/light/66.png,€11.5M,€47K,1897,Right,2.0,3.0,3.0,Medium/ High,Normal,No,RB,2.0,"Jul 10, 2017",,2021,5'11,157lbs,62+2,62+2,62+2,65+2,64+2,64+2,64+2,65+2,64+2,64+2,64+2,68+2,67+2,67+2,67+2,68+2,76+2,74+2,74+2,74+2,76+2,77+2,77+2,77+2,77+2,77+2,74.0,42.0,74.0,73.0,36.0,68.0,52.0,34.0,63.0,70.0,74.0,79.0,66.0,74.0,73.0,60.0,77.0,77.0,76.0,41.0,80.0,75.0,60.0,58.0,46.0,73.0,77.0,81.0,86.0,9.0,15.0,11.0,6.0,10.0,€22.7M
216700,M. Meza,25,https://cdn.sofifa.org/players/4/19/216700.png,Argentina,https://cdn.sofifa.org/flags/52.png,78,79,Independiente,https://cdn.sofifa.org/teams/2/light/110093.png,€12.5M,€23K,2009,Right,1.0,3.0,4.0,High/ Low,Lean,No,LM,8.0,"Sep 19, 2016",,2021,5'11,168lbs,74+2,74+2,74+2,77+2,76+2,76+2,76+2,77+2,77+2,77+2,77+2,77+2,71+2,71+2,71+2,77+2,63+2,61+2,61+2,61+2,63+2,59+2,56+2,56+2,56+2,59+2,72.0,73.0,67.0,76.0,66.0,86.0,82.0,76.0,68.0,79.0,80.0,82.0,87.0,73.0,75.0,76.0,67.0,81.0,70.0,74.0,73.0,31.0,71.0,76.0,54.0,73.0,68.0,37.0,32.0,9.0,9.0,16.0,12.0,11.0,€18.4M
216065,M. Sportiello,26,https://cdn.sofifa.org/players/4/19/216065.png,Italy,https://cdn.sofifa.org/flags/27.png,78,81,Frosinone,https://cdn.sofifa.org/teams/2/light/111657.png,€9M,€22K,1241,Right,2.0,2.0,1.0,Medium/ Medium,Lean,No,GK,57.0,,Atalanta,"Jun 30, 2019",6'4,192lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,18.0,18.0,32.0,12.0,19.0,14.0,21.0,19.0,22.0,48.0,38.0,55.0,74.0,58.0,19.0,68.0,37.0,66.0,17.0,23.0,29.0,18.0,44.0,21.0,59.0,26.0,17.0,13.0,80.0,76.0,68.0,77.0,81.0,
215466,N. Maksimović,26,https://cdn.sofifa.org/players/4/19/215466.png,Serbia,https://cdn.sofifa.org/flags/51.png,78,81,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€11M,€54K,1584,Right,2.0,3.0,2.0,Medium/ High,Lean,No,CB,19.0,"Jul 9, 2017",,2021,6'4,192lbs,49+2,49+2,49+2,48+2,47+2,47+2,47+2,48+2,48+2,48+2,48+2,51+2,54+2,54+2,54+2,51+2,67+2,69+2,69+2,69+2,67+2,70+2,77+2,77+2,77+2,70+2,45.0,22.0,79.0,59.0,28.0,49.0,29.0,23.0,59.0,61.0,62.0,68.0,49.0,71.0,58.0,39.0,67.0,67.0,86.0,29.0,78.0,80.0,29.0,31.0,26.0,70.0,79.0,80.0,79.0,12.0,9.0,5.0,11.0,15.0,€19.5M
215333,D. Zapata,27,https://cdn.sofifa.org/players/4/19/215333.png,Colombia,https://cdn.sofifa.org/flags/56.png,78,79,Atalanta,https://cdn.sofifa.org/teams/2/light/39.png,€12M,€41K,1774,Right,2.0,4.0,3.0,Medium/ Medium,Normal,No,RS,91.0,,Sampdoria,"Jun 30, 2020",6'2,194lbs,77+2,77+2,77+2,68+2,72+2,72+2,72+2,68+2,66+2,66+2,66+2,66+2,58+2,58+2,58+2,66+2,50+2,49+2,49+2,49+2,50+2,49+2,51+2,51+2,51+2,49+2,44.0,81.0,78.0,64.0,76.0,72.0,48.0,62.0,38.0,76.0,68.0,75.0,64.0,74.0,58.0,86.0,79.0,66.0,91.0,64.0,60.0,20.0,78.0,46.0,68.0,76.0,52.0,24.0,22.0,9.0,9.0,8.0,6.0,8.0,
215330,J. Correa,23,https://cdn.sofifa.org/players/4/19/215330.png,Argentina,https://cdn.sofifa.org/flags/52.png,78,83,Lazio,https://cdn.sofifa.org/teams/2/light/46.png,€14M,€42K,1855,Right,1.0,4.0,4.0,High/ Medium,Lean,Yes,LM,11.0,"Aug 1, 2018",,2023,6'2,170lbs,72+2,72+2,72+2,77+2,76+2,76+2,76+2,77+2,77+2,77+2,77+2,77+2,72+2,72+2,72+2,77+2,60+2,58+2,58+2,58+2,60+2,55+2,47+2,47+2,47+2,55+2,74.0,74.0,43.0,78.0,75.0,85.0,79.0,63.0,69.0,83.0,76.0,79.0,82.0,70.0,61.0,76.0,32.0,75.0,74.0,71.0,48.0,36.0,74.0,75.0,57.0,73.0,39.0,37.0,26.0,11.0,10.0,7.0,8.0,8.0,€24.9M
215259,E. Rigoni,25,https://cdn.sofifa.org/players/4/19/215259.png,Argentina,https://cdn.sofifa.org/flags/52.png,78,81,Atalanta,https://cdn.sofifa.org/teams/2/light/39.png,€13M,€29K,1977,Left,1.0,5.0,4.0,Medium/ Low,Lean,No,RM,24.0,"Aug 23, 2017",,2021,5'10,163lbs,73+2,73+2,73+2,77+2,76+2,76+2,76+2,77+2,76+2,76+2,76+2,77+2,70+2,70+2,70+2,77+2,65+2,59+2,59+2,59+2,65+2,62+2,52+2,52+2,52+2,62+2,75.0,73.0,65.0,73.0,71.0,82.0,81.0,78.0,71.0,77.0,90.0,90.0,83.0,69.0,68.0,71.0,57.0,80.0,58.0,76.0,44.0,33.0,75.0,74.0,60.0,71.0,51.0,41.0,55.0,16.0,6.0,10.0,8.0,16.0,€23.1M
214766,C. Izquierdoz,29,https://cdn.sofifa.org/players/4/19/214766.png,Argentina,https://cdn.sofifa.org/flags/52.png,78,78,Boca Juniors,https://cdn.sofifa.org/teams/2/light/1877.png,€8M,€25K,1674,Right,1.0,2.0,2.0,Medium/ High,Normal,No,RCB,24.0,"Jul 5, 2018",,2021,6'1,196lbs,55+2,55+2,55+2,49+2,50+2,50+2,50+2,49+2,50+2,50+2,50+2,51+2,58+2,58+2,58+2,51+2,67+2,71+2,71+2,71+2,67+2,70+2,77+2,77+2,77+2,70+2,44.0,45.0,82.0,66.0,50.0,36.0,32.0,26.0,57.0,62.0,52.0,50.0,36.0,76.0,52.0,55.0,85.0,84.0,80.0,54.0,74.0,80.0,35.0,33.0,51.0,58.0,78.0,79.0,78.0,8.0,11.0,7.0,8.0,8.0,€11.2M
215792,Jemerson,25,https://cdn.sofifa.org/players/4/19/215792.png,Brazil,https://cdn.sofifa.org/flags/54.png,78,81,AS Monaco,https://cdn.sofifa.org/teams/2/light/69.png,€11M,€55K,1696,Right,2.0,2.0,2.0,Medium/ Medium,Lean,No,LCB,5.0,"Jan 31, 2016",,2020,6'0,170lbs,52+2,52+2,52+2,51+2,52+2,52+2,52+2,51+2,54+2,54+2,54+2,54+2,59+2,59+2,59+2,54+2,67+2,71+2,71+2,71+2,67+2,70+2,77+2,77+2,77+2,70+2,30.0,28.0,78.0,68.0,46.0,54.0,26.0,26.0,60.0,63.0,70.0,65.0,64.0,81.0,58.0,45.0,83.0,67.0,78.0,35.0,75.0,79.0,26.0,46.0,54.0,75.0,80.0,80.0,77.0,7.0,15.0,9.0,13.0,10.0,€21.7M
214394,W. Barrios,24,https://cdn.sofifa.org/players/4/19/214394.png,Colombia,https://cdn.sofifa.org/flags/56.png,78,85,Boca Juniors,https://cdn.sofifa.org/teams/2/light/1877.png,€12.5M,€20K,1853,Right,1.0,3.0,3.0,Medium/ High,Lean,No,CDM,16.0,"Aug 26, 2016",,2021,5'10,157lbs,58+2,58+2,58+2,63+2,62+2,62+2,62+2,63+2,65+2,65+2,65+2,67+2,69+2,69+2,69+2,67+2,75+2,77+2,77+2,77+2,75+2,75+2,77+2,77+2,77+2,75+2,59.0,30.0,59.0,78.0,22.0,66.0,31.0,31.0,65.0,69.0,76.0,71.0,75.0,77.0,73.0,53.0,78.0,93.0,77.0,39.0,84.0,80.0,60.0,65.0,32.0,76.0,85.0,81.0,73.0,13.0,14.0,13.0,15.0,16.0,€20M
199852,N. Jørgensen,27,https://cdn.sofifa.org/players/4/19/199852.png,Denmark,https://cdn.sofifa.org/flags/13.png,77,78,Feyenoord,https://cdn.sofifa.org/teams/2/light/246.png,€10.5M,€17K,1896,Right,2.0,3.0,3.0,High/ Medium,Normal,No,ST,9.0,"Jul 1, 2016",,2021,6'3,183lbs,76+2,76+2,76+2,74+2,75+2,75+2,75+2,74+2,73+2,73+2,73+2,73+2,69+2,69+2,69+2,73+2,57+2,56+2,56+2,56+2,57+2,55+2,51+2,51+2,51+2,55+2,68.0,79.0,74.0,72.0,74.0,74.0,69.0,62.0,63.0,77.0,75.0,73.0,65.0,75.0,57.0,80.0,68.0,81.0,84.0,75.0,60.0,31.0,75.0,74.0,68.0,82.0,39.0,36.0,24.0,6.0,8.0,14.0,9.0,7.0,€15.5M
193714,N. Pejčinović,30,https://cdn.sofifa.org/players/4/19/193714.png,Serbia,https://cdn.sofifa.org/flags/51.png,77,77,Changchun Yatai FC,https://cdn.sofifa.org/teams/2/light/111769.png,€6.5M,€13K,1736,Right,2.0,3.0,2.0,Medium/ High,Normal,No,CB,39.0,"Jul 8, 2018",,2020,6'1,176lbs,52+2,52+2,52+2,52+2,51+2,51+2,51+2,52+2,53+2,53+2,53+2,55+2,60+2,60+2,60+2,55+2,68+2,70+2,70+2,70+2,68+2,70+2,75+2,75+2,75+2,70+2,67.0,30.0,80.0,67.0,44.0,45.0,47.0,31.0,61.0,63.0,43.0,62.0,58.0,72.0,60.0,59.0,89.0,71.0,80.0,44.0,82.0,77.0,30.0,56.0,37.0,71.0,75.0,75.0,76.0,10.0,14.0,7.0,14.0,10.0,€14M
187570,Douglas,35,https://cdn.sofifa.org/players/4/19/187570.png,Brazil,https://cdn.sofifa.org/flags/54.png,77,77,Vitória Guimarães,https://cdn.sofifa.org/teams/2/light/1887.png,€2.1M,€6K,1211,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,1.0,"Jan 1, 2011",,2019,6'2,192lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,10.0,14.0,34.0,14.0,14.0,16.0,12.0,32.0,20.0,33.0,41.0,44.0,79.0,50.0,22.0,74.0,44.0,72.0,17.0,38.0,20.0,14.0,54.0,14.0,56.0,18.0,10.0,12.0,78.0,75.0,72.0,74.0,77.0,€4.4M
